"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-io","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","výzkum","výzkum","6","O","","","","Inan","","Nom","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","mu","on","7","O","","","","","","Dat","","","Masc,Neut","","","","","","Sing","3","","","Prs","","","Short","","","","","","","","","","","",""
"1","byl","být","8","O","","","","","Imp","","","","Masc","","","","","","Sing","","Pos","","","","Past","","Part","Act","","","","","","","","","",""
"1","svěřen","svěřený","9","O","","","","","Perf","","Pos","","Masc","","","","","","Sing","","Pos","","","","","Short","Part","Pass","","","","","","","","","","No"
"1",".",".","10","B-gu","Settlement name (City/Town)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ov","ov","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praze","Praha","2","B-T","Complex time expressions","","","","","Loc","","","Fem","","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","",""
"1","dne","den","3","I-T","Complex time expressions","","","Inan","","Gen","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","Yes","",""
"1","7.5","7.5","4","I-T","Complex time expressions","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","Yes","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1974","1974","6","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","R","R","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","_","_","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poznámka","poznámka","1","O","","","","","","Nom","","","Fem","","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"1",":",":","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pište","psát","3","O","","","","","Imp","","","","","","Imp","","","","Plur","2","Pos","","","","","","Fin","","","","","","","","","","",""
"1","pokud","pokud","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","možno","možný","5","O","","","","","","","Pos","","Neut","","","","","","Sing","","Pos","","","","","Short","","","","","","","","","","","",""
"1","strojem","stroj","6","O","","","","Inan","","Ins","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Na","na","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","konci","konec","2","O","","","","Inan","","Loc","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","uveďte","uvést","3","O","","","","","Perf","","","","","","Imp","","","","Plur","2","Pos","","","","","","Fin","","","","","","","","","","",""
"1","datum","datum","4","O","","","","","","Acc","","","Neut","","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","odeslání","odeslání","5","O","","","","","","Gen","","","Neut","","","","","","Sing","","","","","","","","Vnoun","","","","","","","","","","",""
"1","a","a","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čitelný","čitelný","7","O","","","","Inan","","Acc","Pos","","Masc","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"1","podpis","podpis","8","O","","","","Inan","","Acc","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Zprávy","zpráva","1","O","","","","","","Acc","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"1","koreferenta","koreferent","2","B-ni","Itemizer (1.)","","","Anim","","Gen","","","Masc","","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","komisí","komise","3","O","","","","","","Gen","","","Fem","","","","","","Plur","","","","","","","","","","","","","","","","","","",""
"1","7","7","4","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vyhotovte","vyhotovit","6","O","","","","","Perf","","","","","","Imp","","","","Plur","2","Pos","","","","","","Fin","","","","","","","","","","",""
"1","dvojmo","dvojmo","7","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",";",";","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","2","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","^","^","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","UlíLa","Ulíla","4","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","uq","uq","5","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","AAuu","Aauu","7","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Aud","Aud","8","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","AnMlut","Anmlut","1","O","","","","Anim","","Nom","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","V","V","2","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","r","r","3","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Wrr","Wrr","4","O","","","","Anim","","Nom","","","Masc","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ia","ia","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","7","7","7","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"1","TcedLir","Tcedlir","8","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","9","B-nc","Cardinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","1","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","",""
"1","{","{","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","y","y","3","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
