"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-az","udpipe.misc.B-if","udpipe.misc.B-n_","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","70","70","18","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","19","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vysoké","vysoký","20","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","22","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dlouhé","dlouhý","23","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Po","po","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","snížení","snížení","2","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","",""
"1","podlahy","podlaha","3","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bylo","být","4","O","","","","","Imp","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","",""
"1","zřejmé","zřejmý","5","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","že","že","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","se","se","8","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","",""
"1","jednalo","jednat","9","O","","","","","Imp","","","","","Neut","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","",""
"1","pouze","pouze","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","o","o","11","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nepatrnou","patrný","12","O","","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Neg","","","","","","","","","","","","","","","","","","","","",""
"1","část","část","13","O","","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zdivá","zdivý","14","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","probíhajícího","probíhající","16","O","","","","","Imp","Gen","","","","Neut","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","",""
"1","přes","přes","17","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","celou","celý","18","O","","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","19","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","délku","délka","20","O","","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","místnosti","místnost","21","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
