"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-az","udpipe.misc.B-if","udpipe.misc.B-n_","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","evidujeme","evidovat","9","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","ve","v","10","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výšce","výška","11","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","cca","cirka","12","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","192","192","13","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","8","8","15","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","n","n","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","e","e","19","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Rozpon","rozpon","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","oblouku","oblouk","2","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mezi","mezi","3","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tímto","tento","4","O","","","","","","Ins","","","","Masc,Neut","","","","","","","Sing","","","","","","Dem","","","","","","","","","","","","","","","","","",""
"1","pil","pil","5","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","I","I","6","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","řem","řem","7","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pi","pi","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","10","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ířem","íř","11","O","","","","Inan","","Ins","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nesoucím","nesoucí","12","O","","","","Inan","Imp","Ins","","","","Masc","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","",""
"1","Staroměstskou","staroměstský","13","B-oa","Cultural artifact (Book/Painting)","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","mosteckou","mostecký","14","I-oa","Cultural artifact (Book/Painting)","","","","","Acc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","věž","věž","15","I-oa","Cultural artifact (Book/Painting)","","","","","Acc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","16","O","","","","","Imp","","","","","","","","Cnd","","","","","","","","","","","","","","Fin","","","","","","","","","","","","","",""
"1","činí","činit","17","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","1","1","18","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zhruba","zhruba","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","19","19","20","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","m","metr","21","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vzdálenost","vzdálenost","1","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mezi","mezi","2","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","následujícími","následující","3","O","","","","Inan","Imp","Ins","","","","Masc","","","","","","","Plur","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","",""
"1","pilíři","pilíř","4","O","","","","Inan","","Ins","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ve","v","5","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vltavském","vltavský","6","O","","","","","","Loc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","řečišti","řečiště","7","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kolísá","kolísat","8","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","zhruba","zhruba","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mezi","mezi","10","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","20","20","11","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","5","5","13","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","až","až","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","22","22","15","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","m","metr","16","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Menší","malý","1","O","","","","Inan","","Acc","","Cmp","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","rozpon","rozpon","2","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","oblouku","oblouk","3","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","u","u","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","břehu","břeh","5","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nepovažujeme","považovat","6","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","1","Neg","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","za","za","7","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výjimečný","výjimečný","8","O","","","","Inan","","Acc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","zjev","zjev","9","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Provedenou","provedený","1","O","","","","","","Ins","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","dokumentací","dokumentace","2","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tak","tak","3","O","","","","","","","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","","","","","","","",""
"1","byla","být","4","O","","","","","Imp","","","","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","",""
"1","potvrzena","potvrzený","5","O","","","","","Perf","","","Pos","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","",""
"1","existence","existence","6","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","donedávna","donedávna","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","neznámého","známý","8","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Neg","","","","","","","","","","","","","","","","","","","","",""
"1","pilíře","pilíř","9","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Karlova","Karlův","10","B-gs","Super-terrestrial name (Star/Planet)","","","Inan","","Gen","","","","Masc","Masc","","","Giv","","","Sing","","","","Yes","","","","","","","","","","","Yes","","","","","","","","",""
"1","mostu","most","11","I-gs","Super-terrestrial name (Star/Planet)","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Přesné","přesný","1","O","","","","","","Nom","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","situování","situování","2","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","",""
"1","stabilizovaného","stabilizovaný","3","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","pravého","pravý","4","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","břehu","břeh","5","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vltavy","Vltava","6","B-gh","Hydronym (Bodies of water)","","","","","Gen","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zůstává","zůstávat","7","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","otázkou","otázka","8","O","","","","","","Ins","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Je","být","1","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","třeba","třeba","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jej","on","3","O","","","","","","Acc","","","","Masc,Neut","","","","","","","Sing","","3","","","Npr","Prs","","","","","","","","","","","","","","","","","",""
"1","předpokládat","předpokládat","4","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","",""
"1","v","v","5","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","těsném","těsný","6","O","","","","","","Loc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","východním","východní","7","O","","","","","","Loc","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","sousedství","sousedství","8","O","","","","","","Loc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zjištěného","zjištěný","9","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","pilíře","pilíř","10","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","protože","protože","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pozůstatky","pozůstatek","13","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","",""
"1","románské","románský","14","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","kvádříkový","kvádříkový","16","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","dům","dům","17","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","18","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Colloredo","Colloredo","19","B-oa","Cultural artifact (Book/Painting)","","","","","","","Pos","","","","Yes","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","20","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Mannsfeldském","mannsfeldský","21","I-oa","Cultural artifact (Book/Painting)","","","Inan","","Loc","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","paláci","palác","22","I-oa","Cultural artifact (Book/Painting)","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čp","čp","23","O","","Yes","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","189","189","25","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","26","I-n_","Number expression (General)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","27","I-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","raně","raně","30","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","gotické","gotický","31","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","zástavby","zástavba","32","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","křižovnícký","křižovnícký","34","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","kostel","kostel","35","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sv","svatý","36","B-oa","Cultural artifact (Book/Painting)","Yes","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","37","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Františka","František","38","I-oa","Cultural artifact (Book/Painting)","","","Anim","","Gen","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",")",")","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","jsou","být","40","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","",""
"1","v","v","41","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bezprostřední","bezprostřední","42","O","","","","","","Loc","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","blízkosti","blízkost","43","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Literatura","literatura","1","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","840","840","2","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","46","46","5","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Muk","Muk","6","B-ps","Surname","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Jan","Jan","7","I-ps","Surname","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1988","1988","8","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Stavební","stavební","10","B-oa","Cultural artifact (Book/Painting)","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","historie","historie","11","I-oa","Cultural artifact (Book/Painting)","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","in","in","13","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pasport","pasport","15","B-oa","Cultural artifact (Book/Painting)","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","domu","dům","16","I-oa","Cultural artifact (Book/Painting)","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","p","podnik","17","I-oa","Cultural artifact (Book/Painting)","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","193","193","19","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1","/","/","20","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","21","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SÚRPMO","SÚRPMO","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praha","Praha","2","B-gu","Settlement name (City/Town)","","","","","Nom","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vilímková","Vilímková","1","B-ps","Surname","","","","","Nom","","","","Fem","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Milada","Milada","2","B-pf","First name","","","","","Nom","","","","Fem","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ebel","Ebel","1","B-P","Complex personal names","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","Martin","Martin","2","I-P","Complex personal names","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","Yes","","","","","","","",""
"1","1988","1988","3","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Stručné","stručný","5","B-oa","Cultural artifact (Book/Painting)","","","","","Nom","","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","dějiny","dějiny","6","I-oa","Cultural artifact (Book/Painting)","","","","","Nom","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","",""
"1","budovy","budova","7","I-oa","Cultural artifact (Book/Painting)","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","in","in","9","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pasport","pasport","11","B-oa","Cultural artifact (Book/Painting)","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","domu","dům","12","I-oa","Cultural artifact (Book/Painting)","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","čp","čp","13","I-oa","Cultural artifact (Book/Painting)","Yes","","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","193","193","15","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1","/","/","16","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","17","I-oa","Cultural artifact (Book/Painting)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SÚRPMO","SÚRPMO","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praha","Praha","2","B-gu","Settlement name (City/Town)","","","","","Nom","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Popis","popis","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","fotografií","fotografie","2","O","","","","","","Gen","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Foto","foto","3","O","","","","","","Nom","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","4","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Odhalená","odhalený","1","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","líc","líc","2","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pískovcového","pískovcový","3","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","",""
"1","obkladu","obklad","4","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pilíře","pilíř","5","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Vlevo","vlevo","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nevelký","velký","2","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Neg","","","","","","","","","","","","","","","","","","","","",""
"1","úsek","úsek","3","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dochovaných","dochovaný","4","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","",""
"1","čtyř","čtyři","5","O","","","","","","Gen","","","","","","","","","Word","Card","Plur","","","","","","","","","","","","","","","","","","","","","","","",""
"1","řádků","řádek","6","O","","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Pohled","pohled","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","",""
"1","od","od","2","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
